Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGM,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FTM,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eFG%,TS%,hAST%,TOV%,OER,PER
154,Markelle Fultz,PG,24,ORL,60,60,1778,7.1,13.7,6.6,0.514,0.5,1.8,0.31,6.5,12,0.544,2.3,2.9,0.6,0.783,1.4,3.3,4.7,6.9,1.8,0.5,2.8,2.7,16.9,58.39416058,56.04377384,27.84784583,11.30057512,0.949171581,0.00624297
155,Wenyen Gabriel,C,25,LAL,68,2,1024,5.4,9.1,3.7,0.596,0.4,1.3,0.278,5.1,7.9,0.647,1.8,3,1.2,0.619,4.1,6,10.1,1.3,0.9,1.2,1.6,5.1,13.1,66.48351648,62.2327791,9.683426443,11.91806331,1.087136929,0.009277344
156,Daniel Gafford,C,24,WAS,78,47,1604,6.5,8.9,2.4,0.732,0,0,,6.5,8.9,0.732,2.9,4.2,1.3,0.679,3.7,6.1,9.7,1.9,0.7,2.2,1.9,4.2,15.8,73.03370787,72.51032584,12.92956788,12.92956788,1.245074862,0.008790524
157,Darius Garland,PG,23,CLE,69,69,2447,7.7,16.6,8.9,0.462,2.5,6.1,0.41,5.2,10.5,0.492,4.1,4.7,0.6,0.863,0.4,2.3,2.7,7.9,1.3,0.1,2.9,2.2,21.9,64.75903614,58.14416567,26.65991732,9.786551928,1.013185288,0.004781365
158,Usman Garuba,C,20,HOU,75,1,970,3.2,6.6,3.4,0.486,0.9,2.2,0.407,2.3,4.4,0.525,1.1,1.7,0.6,0.617,4.5,6.9,11.4,2.4,1.6,1.1,1.7,5,8.4,65.15151515,56.69929126,20.8559635,14.77297415,0.926640927,0.011340206
159,Luka Garza,C,24,MIN,28,0,243,9.3,17.2,7.9,0.543,2.1,5.8,0.359,7.3,11.4,0.636,6.1,7.7,1.6,0.788,4.9,4.4,9.3,2.7,0.4,0.3,2.1,6.4,26.8,70.93023256,64.24547525,10.52323882,8.184741304,1.177245772,0.050205761
160,Rudy Gay,PF,36,UTA,56,0,816,4.8,12.7,7.9,0.38,1.5,5.7,0.254,3.4,6.9,0.484,1.9,2.2,0.3,0.857,1.5,5.7,7.2,2.5,0.8,0.8,1.6,3,12.9,60.23622047,46.92615497,14.00952648,8.966096946,0.843688685,0.008210784
161,Paul George,SF,32,LAC,56,56,1939,8.5,18.6,10.1,0.457,2.9,7.9,0.371,5.6,10.7,0.521,4.8,5.5,0.7,0.871,0.8,5.5,6.3,5.3,1.5,0.4,3.3,3,24.7,66.93548387,58.22038892,17.77777778,11.06918239,1.013333333,0.006498195
162,Taj Gibson,C,37,WAS,49,2,480,4.9,9.4,4.5,0.52,0.6,1.8,0.333,4.3,7.6,0.564,2.3,3.2,0.9,0.714,2.4,4.6,7,2.5,1.1,0.9,1.9,6.3,12.6,61.70212766,57.69230769,16.31853786,12.40208877,0.989010989,0.011875
163,Josh Giddey,PF,20,OKC,76,76,2367,8.2,17,8.8,0.482,1.2,3.6,0.325,7,13.4,0.524,1.6,2.2,0.6,0.731,2.3,6.9,9.1,7.1,0.9,0.5,3.2,2.2,19.2,58.82352941,53.2003325,25.04850944,11.28946904,0.906087777,0.005830165
164,Shai Gilgeous-Alexander,PG,24,OKC,68,68,2416,10.5,20.6,10.1,0.51,0.9,2.5,0.345,9.6,18.1,0.533,10,11,1,0.905,0.9,4,4.9,5.5,1.7,1,2.9,2.9,31.8,57.03883495,61.56824782,16.07012418,8.473338203,1.117750439,0.007284768
165,Anthony Gill,PF,30,WAS,59,8,624,4.1,7.6,3.5,0.538,0.2,1.7,0.138,3.9,5.9,0.65,2.8,3.9,1.1,0.731,2.1,3.6,5.7,2,0.4,0.7,0.9,4,11.3,65.13157895,59.77254695,16.19105444,7.285974499,1.101901511,0.01025641
166,Jacob Gilyard,PG,24,MEM,1,0,41,0.9,2.6,1.7,0.333,0.9,2.6,0.333,0,0,,0,0,0,,0,3.5,3.5,6.1,2.6,0,1.8,2.6,2.6,84.61538462,50,58.0952381,17.14285714,0.590909091,0.192682927
167,Rudy Gobert,C,30,MIN,70,70,2148,6,9.2,3.2,0.659,0,0.1,0,6,9.1,0.663,3.7,5.7,2,0.644,3.9,9.8,13.6,1.5,0.9,1.6,2,3.5,15.7,65.76086957,65.92483729,9.735518416,12.98069122,1.140573919,0.007728119
168,Jordan Goodwin,PG,24,WAS,62,7,1106,5.1,11.5,6.4,0.448,1.2,3.8,0.322,3.9,7.6,0.511,1.7,2.2,0.5,0.768,1.9,4.8,6.7,5.5,1.9,0.8,1.9,3.1,13.2,60.86956522,52.61060183,27.57583354,9.526197042,0.917303683,0.00994575
169,Aaron Gordon,PF,27,DEN,68,68,2055,7.5,13.3,5.8,0.564,1.1,3,0.347,6.5,10.3,0.628,3.3,5.5,2.2,0.608,2.9,4.9,7.8,3.6,0.9,0.9,1.7,2.3,19.4,67.66917293,60.95836606,16.97112552,8.014142605,1.110157368,0.006374696
170,Eric Gordon,SG,34,TOT,69,58,1965,5.3,12,6.7,0.446,2.4,6.5,0.371,2.9,5.4,0.535,2.6,3.2,0.6,0.821,0.3,2.2,2.5,3.4,0.8,0.5,1.9,1.4,15.7,71.25,58.06213018,18.06588735,10.09564293,1.023468057,0.00351145
170,Eric Gordon,SG,34,HOU,47,47,1418,5.3,12.1,6.8,0.439,2.2,6.2,0.347,3.2,5.9,0.536,2.8,3.4,0.6,0.815,0.3,2.2,2.5,3.5,0.8,0.4,2.1,1.1,15.6,69.4214876,56.87203791,18.12063163,10.87237898,0.991735537,0.004866008
170,Eric Gordon,SG,34,LAC,22,11,547,5.3,11.5,6.2,0.463,3.1,7.3,0.423,2.2,4.2,0.531,2.1,2.5,0.4,0.842,0.3,2.2,2.4,3.1,0.9,0.5,1.4,2.2,15.9,77.82608696,62.66009852,18.03636364,8.145454545,1.13368984,0.013162706
171,Devonte' Graham,PG,27,TOT,73,8,1338,4.3,11.6,7.3,0.374,3.2,9.1,0.352,1.1,2.5,0.452,2.6,3.5,0.9,0.748,0.5,2.8,3.3,5.3,1.2,0.4,1.4,2.1,14.5,76.29310345,54.66540999,26.54978084,7.013149656,0.994854202,0.006427504
171,Devonte' Graham,PG,27,NOP,53,0,811,3.8,10.3,6.5,0.368,2.9,8.4,0.347,0.8,1.8,0.463,2,2.6,0.6,0.746,0.5,2.7,3.2,5.1,1.3,0.4,1.2,2.1,12.4,77.66990291,53.74945817,28.59545837,6.728343146,0.978689818,0.010234279
171,Devonte' Graham,PG,27,SAS,20,8,527,5.2,13.7,8.5,0.38,3.6,10.1,0.358,1.6,3.6,0.442,3.7,4.9,1.2,0.75,0.5,2.9,3.4,5.5,1,0.4,1.8,2.1,17.7,74.81751825,55.21759476,23.5773229,7.716214768,0.999717594,0.017457306
172,Jerami Grant,PF,28,POR,63,63,2246,7,14.6,7.6,0.475,2.3,5.8,0.401,4.6,8.9,0.523,4.5,5.5,1,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.9,2.4,20.7,67.80821918,60.13071895,11.15630447,8.832074375,1.090909091,0.004185218
173,RaiQuan Gray,PF,23,BRK,1,0,35,6.2,12.3,6.1,0.5,2.1,5.1,0.4,4.1,7.2,0.571,2.1,2.1,0,1,3.1,6.2,9.3,7.2,0,1,4.1,5.1,16.5,71.13821138,62.04173717,29.27126741,16.66836061,0.95128279,0.36
174,A.J. Green,SG,23,MIL,35,1,345,5.5,13,7.5,0.424,4.6,11,0.419,0.9,2.1,0.45,0.4,0.4,0,1,0.6,4.1,4.7,2.3,0.6,0,0.9,3.2,16.1,84.61538462,61.03108415,14.03294692,5.491153142,1.143465909,0.01884058
175,Danny Green,SG,35,TOT,11,0,138,5.7,12.8,7.1,0.449,4.2,9.7,0.432,1.6,3.1,0.5,0.3,0.3,0,1,0.8,2.9,3.7,1.6,1.6,0.8,2.6,4.2,15.9,82.421875,61.42553602,9.333527782,15.16698265,1.023495333,0.028985507
175,Danny Green,SG,35,MEM,3,0,43,2.5,9.2,6.7,0.273,2.5,6.7,0.375,0,2.5,0,0,0,0,,0.8,2.5,3.3,1.7,0.8,0,2.5,5,7.5,63.58695652,40.76086957,12.68656716,18.65671642,0.641025641,-0.079069767
175,Danny Green,SG,35,CLE,8,0,95,7.2,14.4,7.2,0.5,4.9,11,0.448,2.3,3.4,0.667,0.4,0.4,0,1,0.8,3,3.8,1.5,1.9,1.1,2.7,3.8,19.7,88.19444444,67.51199452,7.982969665,14.3693454,1.140046296,0.074736842
176,Draymond Green,PF,32,GSW,73,73,2297,3.9,7.4,3.5,0.527,0.6,2.1,0.305,3.3,5.4,0.612,1.2,1.7,0.5,0.713,1,7.2,8.2,7.8,1.2,0.9,3.2,3.6,9.7,66.89189189,59.09229363,40.60913706,16.66015879,0.85349758,0.005659556
177,Jalen Green,SG,20,HOU,76,76,2602,7.8,18.8,11,0.416,2.6,7.7,0.338,5.2,11.1,0.471,5,6.4,1.4,0.786,0.6,3.3,3.9,3.9,0.8,0.2,2.8,1.8,23.3,61.96808511,53.34249084,13.66503153,9.810791871,0.951797386,0.002767102
178,JaMychal Green,PF,32,GSW,57,1,797,6.1,11.4,5.3,0.54,1.9,5,0.378,4.2,6.4,0.667,2.3,3,0.7,0.776,3.3,6,9.3,2.3,1.1,1,2.3,4.7,16.5,75.43859649,64.32748538,13.19942611,13.19942611,1.096345515,0.013801757
179,Javonte Green,SF,29,CHI,32,1,480,4.6,8.1,3.5,0.565,1,2.6,0.371,3.6,5.5,0.658,2.3,3.4,1.1,0.667,2,4.6,6.6,1.7,1.8,1.6,1.5,3.9,12.4,72.83950617,63.81883685,13.16298877,11.61440186,1.11410602,0.02
180,Jeff Green,PF,36,DEN,56,4,1091,5.3,10.8,5.5,0.488,1,3.4,0.288,4.3,7.4,0.58,2.9,3.9,1,0.744,1.3,3.5,4.8,2.3,0.6,0.6,1.5,3.3,14.4,64.81481481,56.90574985,13.97963835,9.117155448,1.024546425,0.00568286
181,Josh Green,SG,22,DAL,60,21,1539,4.8,8.9,4.1,0.537,1.6,4,0.402,3.2,5,0.643,1.6,2.2,0.6,0.723,1.3,3,4.3,2.4,1,0.1,1.7,3.6,12.8,76.40449438,64.35394671,17.08793165,12.10395158,1.104400345,0.003768681
182,AJ Griffin,SF,19,ATL,72,12,1401,6.4,13.7,7.3,0.465,2.6,6.7,0.39,3.8,7,0.536,1.1,1.2,0.1,0.894,1,3,3.9,1.9,1.1,0.3,1.1,2.2,16.4,71.16788321,57.46320953,11.00173712,6.369426752,1.069100391,0.004710921
183,Blake Griffin,C,33,BOS,41,16,569,4,8.2,4.2,0.485,1.5,4.2,0.348,2.5,4,0.625,1.3,2,0.7,0.656,3,6.8,9.8,3.9,0.9,0.6,1.4,4.7,10.8,74.3902439,59.01639344,26.98961938,9.688581315,1.028571429,0.019332162
184,Quentin Grimes,SG,22,NYK,71,66,2121,4.8,10.2,5.4,0.468,2.7,6.9,0.386,2.1,3.3,0.641,1.3,1.7,0.4,0.796,0.8,3.1,3.9,2.5,0.8,0.4,1.2,3,13.6,80.88235294,61.77606178,16.99813021,8.159102499,1.117961365,0.003017445
185,Rui Hachimura,PF,24,TOT,63,9,1466,7,14.3,7.3,0.486,1.3,3.9,0.319,5.7,10.4,0.55,2.2,2.9,0.7,0.739,1.3,5.6,6.9,1.4,0.5,0.6,1.3,1.8,17.4,62.58741259,55.4935417,7.618011155,7.073867501,1.029281278,0.006002729
185,Rui Hachimura,PF,24,WAS,30,0,728,7.8,16,8.2,0.488,1.5,4.4,0.337,6.3,11.6,0.545,2.2,2.9,0.7,0.759,0.9,5.4,6.3,1.7,0.5,0.6,1.8,1.9,19.3,62.5,55.53157819,8.142737397,8.621721949,1.010206752,0.010989011
185,Rui Hachimura,PF,24,LAL,33,9,738,6.1,12.7,6.6,0.485,1,3.5,0.296,5.1,9.2,0.556,2.1,3,0.9,0.721,1.7,5.9,7.6,1.1,0.4,0.7,0.8,1.6,15.5,61.81102362,54.86725664,6.864274571,4.992199688,1.043771044,0.012330623
186,Tyrese Haliburton,PG,22,IND,56,56,1883,7.9,16.1,8.2,0.49,3.1,7.7,0.4,4.8,8.4,0.572,3.3,3.8,0.5,0.871,0.6,3.3,3.9,11.2,1.7,0.5,2.7,1.3,22.2,72.98136646,61.99385646,35.2145889,8.489231253,1.08239883,0.010037175
187,Jordan Hall,SF,21,SAS,9,0,83,3.9,12.1,8.2,0.321,1.3,6.5,0.2,2.6,5.6,0.462,3,3.9,0.9,0.778,1.3,3.9,5.2,4.8,0.4,0,3,2.6,12.1,59.09090909,43.36140477,22.06642915,13.79151822,0.717887867,0.046987952
188,R.J. Hampton,SG,21,TOT,47,3,750,4.9,11.4,6.5,0.43,2,5.6,0.353,2.9,5.8,0.504,2.7,3.6,0.9,0.75,0.9,3.3,4.2,2.6,1.3,0.4,2,2.4,14.5,67.54385965,55.30129672,14.6809712,11.29305477,0.965379494,0.0084
188,R.J. Hampton,SG,21,ORL,26,0,361,5,11.4,6.4,0.439,1.8,5.3,0.34,3.2,6.1,0.525,3.1,3.7,0.6,0.838,0.9,3,3.9,3.4,1.6,0.4,2.1,2.2,14.9,67.10526316,56.62169865,18.22323462,11.25552727,0.982525552,0.021883657
188,R.J. Hampton,SG,21,DET,21,3,389,4.8,11.4,6.6,0.423,2.1,5.8,0.365,2.7,5.6,0.483,2.4,3.6,1.2,0.667,0.8,3.6,4.4,1.9,1,0.5,1.9,2.7,14.2,67.54385965,54.15713196,11.23595506,11.23595506,0.951742627,0.012082262
189,Tim Hardaway Jr.,SF,30,DAL,71,45,2152,5.7,14.2,8.5,0.401,3.5,9.2,0.385,2.1,5,0.431,2.1,2.8,0.7,0.77,0.4,3.8,4.2,2.2,0.8,0.2,1,2,17,72.53521127,54.73277527,11.74586225,5.339028297,1.032806804,0.003020446
190,James Harden,PG,33,PHI,58,58,2135,6.3,14.2,7.9,0.441,2.7,7,0.385,3.5,7.1,0.495,5.3,6.1,0.8,0.867,0.7,5.3,6,10.4,1.2,0.5,3.3,1.9,20.5,69.01408451,59.95028513,33.76897475,10.71515545,1.012595703,0.008665105
191,Jaden Hardy,SG,20,DAL,48,5,708,7.4,16.9,9.5,0.438,3.2,7.9,0.404,4.2,9,0.469,3.3,4,0.7,0.823,0.6,4,4.5,3.3,0.9,0.4,2.3,3.3,21.4,67.15976331,56.91489362,13.52459016,9.426229508,1.019047619,0.010169492
192,Ron Harper Jr.,PF,22,TOR,9,0,48,6,12,6,0.5,2.3,6.8,0.333,3.7,5.2,0.714,0.7,0.7,0,1,2.3,3,5.2,3,0,0.7,0,2.3,15,78.33333333,60.81491993,19.56628078,0,1.218026797,0.2
193,Montrezl Harrell,C,29,PHI,57,7,681,6.6,11,4.4,0.598,0,0.3,0,6.6,10.7,0.616,3.7,5.3,1.6,0.693,3.5,4.9,8.4,1.7,0.9,1.3,1.9,4,16.9,61.36363636,62.51155909,9.931356799,11.09975172,1.105659143,0.015712188
194,Gary Harris,SG,28,ORL,48,42,1184,4.2,9.3,5.1,0.45,2.9,6.6,0.431,1.3,2.7,0.494,0.8,0.9,0.1,0.9,0.6,2.3,3,1.8,1.4,0.4,0.9,2.8,12.1,80.64516129,62.19480853,14.48400724,7.242003621,1.14097124,0.00472973
195,Joe Harris,SF,31,BRK,74,33,1527,4.7,10.4,5.7,0.457,3.3,7.9,0.426,1.4,2.5,0.551,0.4,0.7,0.3,0.643,0.5,3.3,3.9,2.4,0.8,0.3,1,3.3,13.2,83.17307692,61.49545772,16.98213338,7.075888909,1.126760563,0.003601834
196,Kevon Harris,SG,25,ORL,34,0,457,3.7,8.4,4.7,0.439,1.3,3.4,0.372,2.4,5,0.484,2.4,3.2,0.8,0.756,2.2,3.3,5.5,1.3,1.3,0.4,1.7,4.2,11.1,64.28571429,55.94758065,10.0619195,13.15789474,0.96187175,0.009846827
197,Tobias Harris,SF,30,PHI,74,74,2436,6.3,12.5,6.2,0.501,1.9,4.8,0.389,4.4,7.7,0.57,1.7,1.9,0.2,0.876,1,5.3,6.3,2.7,1,0.6,1.3,2.2,16,69.6,59.69035628,15.51501221,7.470191065,1.09177755,0.004351396
198,Shaquille Harrison,SG,29,POR,5,0,120,4.5,10.8,6.3,0.417,0.9,3,0.3,3.6,7.8,0.462,3.3,4.5,1.2,0.733,0.3,6.3,6.6,9,3.3,0.6,1.8,3.6,13.2,55.55555556,51.01449275,37.91469194,7.582938389,0.902564103,0.1275
199,Josh Hart,SF,27,TOT,76,52,2454,4,7.6,3.6,0.529,0.9,2.4,0.372,3.1,5.2,0.601,1.9,2.6,0.7,0.75,2.1,6.6,8.7,4.3,1.3,0.3,1.7,2.9,10.9,68.42105263,61.68647425,28.98550725,11.45938659,1.041069723,0.005093725
199,Josh Hart,SF,27,POR,51,51,1704,3.9,7.7,3.8,0.504,0.7,2.4,0.304,3.1,5.3,0.594,1.8,2.5,0.7,0.731,2,6.8,8.8,4.2,1.1,0.2,1.7,2.8,10.3,66.23376623,57.94655415,28.40236686,11.49619611,0.978622328,0.006866197
199,Josh Hart,SF,27,NYK,25,1,750,4.4,7.5,3.1,0.586,1.3,2.5,0.519,3.1,5,0.619,2.2,2.7,0.5,0.789,2.3,6.2,8.4,4.3,1.6,0.6,1.8,3,12.3,75.33333333,70.02561913,28.89299513,12.09474215,1.169757489,0.0192
200,Isaiah Hartenstein,C,24,NYK,82,8,1626,3.9,7.2,3.3,0.535,0.2,0.8,0.216,3.7,6.4,0.576,1.1,1.6,0.5,0.676,4.6,7.2,11.9,2.3,1.2,1.4,1.5,4.7,9,59.72222222,56.53266332,19.55782313,12.75510204,0.955414013,0.007380074
201,Udonis Haslem,C,42,MIA,7,1,71,5.1,14.7,9.6,0.345,1.5,4.6,0.333,3.5,10.1,0.35,2,2.5,0.5,0.8,2,3.5,5.6,0,0.5,1,0.5,5.6,13.7,50.34013605,43.11565696,0,3.051106026,0.839203675,-0.007042254
202,Sam Hauser,SF,25,BOS,80,8,1290,5,11.1,6.1,0.455,3.9,9.3,0.418,1.1,1.7,0.656,0.3,0.5,0.2,0.706,1,4.7,5.7,2,0.8,0.6,0.8,2.8,14.3,86.93693694,63.06504961,14.14677277,5.658709107,1.179381443,0.006511628
203,Jaxson Hayes,C,22,NOP,47,2,610,5.1,9.2,4.1,0.551,0.2,1.7,0.103,4.9,7.5,0.654,3.4,4.9,1.5,0.699,2.3,5.5,7.8,2,1.2,1.1,1.8,4,13.8,64.67391304,59.85686402,13.04844234,11.74359811,1.04505869,0.015409836
204,Killian Hayes,PG,21,DET,76,56,2154,5.1,13.6,8.5,0.377,1.3,4.8,0.28,3.8,8.8,0.429,1.5,1.9,0.4,0.821,0.5,3.2,3.7,7.9,1.7,0.5,2.9,3.7,13.1,55.14705882,45.16462679,31.22221124,11.46131805,0.754825699,0.002878366
205,Gordon Hayward,SF,32,CHO,50,50,1577,6.3,13.3,7,0.475,1.2,3.7,0.325,5.1,9.6,0.532,2.9,3.6,0.7,0.811,0.8,4.2,4.9,4.7,1,0.3,2.3,1.6,16.7,61.27819549,55.62958028,21.35393003,10.44979555,0.969802555,0.006150919
206,Juancho Hernangómez,PF,27,TOR,42,10,614,2.8,6.7,3.9,0.421,1,3.9,0.254,1.8,2.8,0.66,0.5,0.9,0.4,0.563,1.6,5.6,7.2,1.5,0.9,0.4,0.9,2.5,7.2,70.89552239,50.50859348,15.74389924,9.446339543,0.899437851,0.010749186
207,Willy Hernangómez,C,28,NOP,38,2,458,7,13.3,6.3,0.527,0.2,0.9,0.273,6.8,12.4,0.544,6.4,8.2,1.8,0.779,4.6,9.6,14.1,2.6,1.3,1,3.1,5,20.6,56.01503759,59.90113405,11.35619131,13.54007425,1.025385764,0.03580786
208,Tyler Herro,SG,23,MIA,67,67,2337,7.5,17.1,9.6,0.439,3.1,8.3,0.378,4.4,8.8,0.497,2.6,2.8,0.2,0.934,0.4,5.1,5.5,4.3,0.8,0.2,2.4,1.6,20.7,68.12865497,56.15843733,17.11102268,9.550338241,0.997109827,0.00436457
209,Buddy Hield,SF,30,IND,80,73,2482,6.9,15.1,8.2,0.458,4.2,9.8,0.425,2.7,5.2,0.518,1.5,1.9,0.4,0.822,1,4.8,5.8,3.3,1.3,0.4,2,2.3,19.5,78.14569536,60.92798,15.49113954,9.388569417,1.086048454,0.004230459
210,Haywood Highsmith,PF,26,MIA,54,11,969,3.5,8,4.5,0.431,1.4,4,0.339,2.1,4,0.523,0.5,1,0.5,0.464,2.1,4.9,7,1.6,1.3,0.6,1.7,3,8.8,68.75,51.91740413,13.5881104,14.4373673,0.866995074,0.006398349
211,George Hill,PG-SG,36,TOT,46,1,834,3.4,7.2,3.8,0.47,1.5,4.1,0.358,1.9,3.1,0.62,1.8,2.4,0.6,0.764,0.6,3,3.7,4.7,1.1,0.3,1.5,2.4,10,75.69444444,59.95203837,32.32462173,10.31636864,1.022494888,0.009832134
211,George Hill,PG,36,MIL,35,0,668,3.2,7.1,3.9,0.447,1.2,4,0.311,1.9,3.1,0.621,1.8,2.5,0.7,0.739,0.7,2.9,3.6,4.8,1,0.2,1.5,2.2,9.4,73.23943662,56.71191554,32.90488432,10.28277635,0.966580977,0.011227545
211,George Hill,SG,36,IND,11,1,166,4.1,7.4,3.3,0.559,2.4,4.6,0.524,1.7,2.8,0.615,1.7,2,0.3,0.889,0.4,3.5,3.9,4.6,1.5,0.7,1.5,3,12.4,86.48648649,74.25149701,31.83391003,10.38062284,1.265306122,0.065060241
212,Malcolm Hill,SF,27,CHI,5,0,9,8,16,8,0.5,4,12,0.333,4,4,1,0,0,0,,0,12,12,0,0,0,0,4,20,87.5,62.5,0,0,1.25,1.333333333
213,Aaron Holiday,PG,26,ATL,63,6,845,3.9,9.4,5.5,0.418,1.5,3.7,0.409,2.4,5.6,0.424,1.2,1.4,0.2,0.844,1.1,2.1,3.2,3.8,1.6,0.5,1.5,3.4,10.5,61.17021277,52.1609538,24.7315327,9.76244712,0.910667823,0.006035503
214,Jrue Holiday,PG,32,MIL,67,65,2183,8.1,16.9,8.8,0.479,2.6,6.8,0.384,5.5,10.1,0.542,2.5,2.9,0.4,0.859,1.3,4.3,5.6,8.2,1.3,0.4,3.2,1.9,21.3,68.04733728,58.26836274,27.6303597,10.7825794,0.995094604,0.006596427
215,Justin Holiday,SF,33,TOT,46,2,706,3.9,10.4,6.5,0.377,2.3,7.3,0.322,1.6,3.1,0.508,0.3,0.4,0.1,0.625,0.3,2.5,2.8,2.1,1,1,1.1,3.5,10.5,72.59615385,49.57507082,15.2284264,7.976794779,0.898972603,0.003116147
215,Justin Holiday,SF,33,ATL,28,0,411,4.2,10.9,6.7,0.384,2.6,7.6,0.345,1.6,3.3,0.474,0,0,0,,0.2,1.8,2,2.2,0.4,0.9,1.1,3.2,11,73.39449541,50.4587156,15.49295775,7.746478873,0.916666667,0.003163017
215,Justin Holiday,SF,33,DAL,18,2,295,3.5,9.6,6.1,0.367,2,6.8,0.286,1.6,2.8,0.565,0.6,1,0.4,0.625,0.4,3.5,3.9,2,1.7,1.1,1.2,3.8,9.6,71.875,47.6426799,15.06591337,9.039548023,0.853333333,0.011186441
216,Richaun Holmes,C,29,SAC,42,1,348,5.7,9.2,3.5,0.618,0.5,0.8,0.625,5.2,8.4,0.617,1.6,2,0.4,0.789,3,5.3,8.3,0.9,0.3,1.1,1.4,5.2,13.4,66.30434783,66.00985222,7.228915663,11.24497992,1.165217391,0.022701149
217,Al Horford,C,36,BOS,63,63,1922,4.3,9,4.7,0.476,2.7,6.1,0.446,1.6,2.9,0.539,0.3,0.4,0.1,0.714,1.4,5.9,7.3,3.5,0.6,1.1,0.7,2.3,11.5,81.66666667,62.56800871,26.13890963,5.227781927,1.163967611,0.006243496
218,Talen Horton-Tucker,SG,22,UTA,65,20,1313,7,16.8,9.8,0.419,1.6,5.6,0.286,5.5,11.2,0.485,3.5,4.6,1.1,0.75,1.1,4.6,5.8,6.7,1.1,0.8,3.5,3,19.1,58.33333333,50.30287069,22.95699846,11.99246188,0.853822083,0.006930693
219,Danuel House Jr.,SF,29,PHI,56,5,807,4.1,8.8,4.7,0.472,1.7,4.9,0.336,2.5,3.9,0.644,2,2.7,0.7,0.75,0.4,3.8,4.2,2,0.6,0.4,1.2,3.1,12,74.43181818,59.50905033,15.05740636,9.034443817,1.069995542,0.006567534
220,Caleb Houstan,SF,20,ORL,51,4,812,2.9,8.1,5.2,0.363,2,6,0.338,0.9,2,0.435,0.7,0.8,0.1,0.833,1.5,2.9,4.4,1.3,0.5,0.3,0.8,2.8,8.6,72.83950617,50.70754717,12.28733459,7.561436673,0.928725702,0.003940887
221,Trevor Hudgins,PG,23,HOU,5,0,28,2.6,11.6,9,0.222,2.6,10.3,0.25,0,1.3,0,3.9,3.9,0,1,0,0,0,3.9,0,0,1.3,1.3,11.6,66.81034483,43.1146627,20.90872537,6.969575124,0.791538724,0.05
222,Kevin Huerter,SG,24,SAC,75,75,2203,6.9,14.2,7.3,0.485,3.3,8.3,0.402,3.5,5.8,0.604,1.6,2.1,0.5,0.725,0.7,3.4,4.1,3.6,1.3,0.4,1.6,3,18.6,77.81690141,61.19427537,17.64922172,7.844098541,1.110779337,0.003994553
223,Jay Huff,C,24,WAS,7,0,95,5.7,9.5,3.8,0.6,2.3,4.5,0.5,3.4,4.9,0.692,5.7,6.1,0.4,0.938,2.3,5.7,8,3.8,1.1,1.5,1.9,5.7,19.3,83.68421053,77.83827385,20.99737533,10.49868766,1.364439731,0.171578947
224,De'Andre Hunter,SF,25,ATL,67,67,2126,6.4,13.9,7.5,0.461,1.7,4.8,0.35,4.7,9.1,0.521,2.9,3.5,0.6,0.826,0.8,4,4.8,1.6,0.6,0.3,1.4,3.4,17.4,63.30935252,55.90361446,8.61952862,7.542087542,1.031111111,0.002539981
225,Bones Hyland,PG,22,TOT,56,1,1085,7.6,18.9,11.3,0.399,3.9,10.5,0.371,3.7,8.5,0.434,2.9,3.4,0.5,0.843,0.7,3.8,4.5,5.7,1.3,0.5,2.7,3.2,21.9,67.98941799,53.37557884,19.71295176,9.337713989,0.946822309,0.008018433
225,Bones Hyland,PG,22,DEN,42,1,820,7.6,19.1,11.5,0.399,4,10.6,0.378,3.6,8.5,0.425,3.1,3.6,0.5,0.866,0.4,3.3,3.8,5.5,1.2,0.6,2.9,2.9,22.3,67.53926702,53.58000961,18.82916809,9.928106813,0.944115157,0.009756098
225,Bones Hyland,PG,22,LAC,14,0,265,7.5,18.6,11.1,0.401,3.5,10.1,0.351,3.9,8.6,0.46,2,2.7,0.7,0.75,1.4,5.3,6.7,6.4,1.5,0.3,2,4.1,20.5,67.47311828,51.55287313,22.62883408,7.071510651,0.939720376,0.037735849
226,Serge Ibaka,C,33,MIL,16,0,185,5.1,10.5,5.4,0.481,1.2,3.5,0.333,3.9,7,0.556,1.6,2.5,0.9,0.615,2.9,5.6,8.6,0.8,0.4,1.4,2.1,4.5,12.8,65.23809524,54.75935829,5.484147386,14.39588689,0.932604736,0.033513514
227,Andre Iguodala,PF,39,GSW,8,0,113,2.2,4.8,2.6,0.467,0.3,2.9,0.111,1.9,1.9,1,0.6,1,0.4,0.667,1,4.5,5.4,6.1,1.3,1,2.9,3.5,5.4,76.04166667,51.18483412,42.73204904,20.31523643,0.662576687,0.066371681
228,Joe Ingles,SF,35,MIL,46,0,1044,3.7,8.6,4.9,0.435,2.9,7,0.409,0.9,1.6,0.556,0.6,0.7,0.1,0.857,0.4,4,4.4,5.2,1.1,0.2,1.9,2.6,10.9,83.72093023,61.01315421,32.4341182,11.8509278,1.007859454,0.008237548
