Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGM,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FTM,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eFG%,TS%,hAST%,TOV%,OER,PER
377,Eugene Omoruyi,SF,25,OKC,23,2,272,5.8,12.4,6.6,0.468,1.1,4.1,0.258,4.8,8.3,0.571,2.3,3.7,1.4,0.607,2.9,4,6.9,1.5,1.9,0,2.1,6.1,15,63.30645161,52.97545471,8.447135013,11.82598902,0.927930715,0.012132353
377,Eugene Omoruyi,SF,25,DET,17,4,373,5.5,12.9,7.4,0.425,1.6,5.6,0.293,3.9,7.3,0.526,3.3,4.5,1.2,0.723,2,3.7,5.7,1.6,1.4,0.3,1.7,4.3,15.9,64.34108527,52.86783042,8.725289707,9.270620314,0.956390977,0.012868633
378,Cedi Osman,SF,27,CLE,77,2,1548,5.6,12.3,6.7,0.451,2.7,7.3,0.372,2.9,5.1,0.564,1.7,2.5,0.8,0.694,0.6,3.5,4.1,2.7,0.8,0.3,1.2,2.8,15.6,75.20325203,57.8313253,15.52839684,6.901509705,1.066666667,0.004134367
379,Kelly Oubre Jr.,SF,27,CHO,48,40,1548,8.2,19,10.8,0.431,2.5,7.9,0.319,5.7,11.2,0.51,3.7,4.8,1.1,0.76,1.5,4.3,5.8,1.3,1.6,0.4,1.5,3.3,22.6,63.94736842,53.10150376,5.398671096,6.22923588,0.997352162,0.004392765
380,Chris Paul,PG,37,PHO,59,59,1889,5.6,12.7,7.1,0.44,1.9,5,0.375,3.7,7.8,0.482,2.5,3,0.5,0.831,0.5,4.3,4.8,10,1.7,0.4,2.2,2.4,15.6,63.77952756,55.22123894,37.98670465,8.357075024,0.96,0.007781895
381,Cameron Payne,PG,28,PHO,48,15,968,7,16.8,9.8,0.415,2.5,6.9,0.368,4.5,10,0.448,1.8,2.4,0.6,0.766,0.4,3.5,3.9,8,1.2,0.3,3,3.3,18.3,62.20238095,51.00334448,27.64340014,10.36627505,0.876436782,0.008264463
382,Gary Payton II,SG,30,TOT,22,1,367,4,6.8,2.8,0.594,1.3,2.6,0.5,2.7,4.2,0.651,0.6,0.7,0.1,0.857,2.4,4.4,6.8,2.9,2.2,0.5,1.6,4.2,9.9,77.94117647,69.40063091,24.93015259,13.75456695,1.135972461,0.026158038
382,Gary Payton II,SG,30,POR,15,1,255,3.4,5.8,2.4,0.585,1.3,2.4,0.529,2.1,3.4,0.625,0.6,0.6,0,1,1.4,4.1,5.5,3.1,2.3,0.1,1.7,4.1,8.6,79.31034483,70.66557108,28.47955903,15.61782269,1.106821107,0.031764706
382,Gary Payton II,SG,30,GSW,7,0,112,5.5,9,3.5,0.607,1.3,2.9,0.444,4.2,6.1,0.684,0.6,1,0.4,0.667,4.5,5.1,9.6,2.6,1.9,1.3,1.3,4.5,12.9,77.22222222,68.07387863,19.43925234,9.719626168,1.2,0.116964286
383,Theo Pinson,SG,27,DAL,40,1,323,3.5,9.7,6.2,0.356,2.5,6.9,0.355,1,2.8,0.36,1.2,1.4,0.2,0.846,1.1,5.9,7,5.1,0.7,0.1,1.3,3.8,10.6,71.64948454,51.13362277,30.42051894,7.754249925,0.911435942,0.026625387
384,Scotty Pippen Jr.,PG,22,LAL,6,0,32,4.5,13.5,9,0.333,1.1,3.4,0.333,3.4,10.1,0.333,5.6,10.1,4.5,0.556,2.3,2.3,4.5,2.3,2.3,1.1,2.3,3.4,15.8,45.92592593,43.17529717,10.04476471,10.04476471,0.776603588,0.06875
385,Mason Plumlee,C,32,TOT,79,60,2054,5.8,8.5,2.7,0.68,0,0,,5.8,8.5,0.68,3.5,5.5,2,0.636,4,8.3,12.3,4.3,0.8,0.8,2.1,3.8,15,68.23529412,67.49156355,24.55389008,11.99143469,1.147227533,0.008227848
385,Mason Plumlee,C,32,CHO,56,56,1597,6,8.9,2.9,0.669,0,0,,6,8.9,0.669,3.5,5.8,2.3,0.605,4.2,8,12.2,4.6,0.8,0.8,2,3.6,15.4,67.41573034,66.06606607,25.19857573,10.95590249,1.139896373,0.010707577
385,Mason Plumlee,C,32,LAC,23,4,457,5,6.9,1.9,0.727,0,0,,5,6.9,0.727,3.5,4.5,1,0.772,3.3,9.2,12.5,3.2,0.9,0.9,2.4,4.4,13.5,72.46376812,74.68879668,21.8616567,16.39624253,1.19205298,0.035667396
386,Jakob Poeltl,C,27,TOT,72,71,1906,7.3,11.7,4.4,0.629,0,0,0,7.3,11.7,0.63,2.2,3.8,1.6,0.592,4.5,7.9,12.3,3.7,1.2,1.6,2.4,3.7,16.9,62.39316239,62.56941873,18.87273655,12.24177506,1.068943707,0.008499475
386,Jakob Poeltl,C,27,SAS,46,46,1199,7.2,11.6,4.4,0.616,0,0,0,7.2,11.6,0.618,2.3,3.9,1.6,0.605,4.6,7.9,12.5,4.2,1.1,1.6,2.9,3.5,16.7,62.06896552,62.07024717,20.43547014,14.11020557,1.027376192,0.013761468
386,Jakob Poeltl,C,27,TOR,26,25,707,7.6,11.7,4.1,0.652,0,0,,7.6,11.7,0.652,2.1,3.7,1.6,0.569,4.3,7.8,12.1,2.9,1.5,1.7,1.5,3.9,17.4,64.95726496,64.64796582,16.23967521,8.399832003,1.170534813,0.023762376
387,Aleksej Pokusevski,PF,21,OKC,34,25,701,5.5,12.8,7.3,0.434,2,5.3,0.365,3.6,7.4,0.483,1.1,1.8,0.7,0.629,2.3,5.9,8.2,3.3,1,2.2,2.2,3,14.2,63.671875,51.99560601,17.22787784,11.48525189,0.898165718,0.014407989
388,Jordan Poole,PG,23,GSW,82,43,2458,8.1,18.7,10.6,0.43,3.1,9.3,0.336,4.9,9.4,0.524,5.3,6.1,0.8,0.87,0.5,2.8,3.3,5.4,0.9,0.3,3.7,3.1,24.5,68.18181818,56.71952772,17.59100904,12.05309879,0.974348777,0.003336046
389,Kevin Porter Jr.,PG,22,HOU,59,59,2024,7,15.7,8.7,0.442,2.5,6.8,0.366,4.4,8.9,0.501,3.7,4.7,1,0.784,1.4,4.2,5.6,6,1.5,0.3,3.3,2.8,20.1,66.24203822,56.04349645,22.03249793,12.11787386,0.951929908,0.005335968
390,Michael Porter Jr.,SF,24,DEN,62,62,1798,8,16.4,8.4,0.487,3.8,9.1,0.414,4.2,7.3,0.579,1.9,2.4,0.5,0.8,1.3,5.5,6.8,1.3,0.7,0.6,1.4,2.4,21.6,76.52439024,61.57354618,6.422924901,6.916996047,1.144067797,0.005784205
391,Otto Porter Jr.,SF,29,TOR,8,2,146,3.7,7.4,3.7,0.5,1.5,4.2,0.353,2.2,3.2,0.692,2,2,0,1,1.5,3.2,4.7,2,2.7,0,1,1.7,10.8,78.37837838,64.67065868,17.62114537,8.810572687,1.161290323,0.069863014
392,Bobby Portis,PF,27,MIL,70,22,1818,7.9,15.9,8,0.496,1.9,5.1,0.37,6,10.8,0.555,1.9,2.5,0.6,0.768,3,10.3,13.3,2.1,0.6,0.3,1.6,2.3,19.5,65.72327044,57.05925384,10.10222489,7.696933253,1.046979866,0.008525853
393,Kristaps Porzingis,C,27,WAS,65,65,2120,8.6,17.3,8.7,0.498,2.3,6,0.385,6.3,11.2,0.559,6,7.1,1.1,0.851,1.9,7.3,9.3,3,1,1.7,2.3,3.3,25.6,67.05202312,61.91800701,11.5506786,8.855520262,1.123053301,0.007783019
394,Micah Potter,PF,24,UTA,7,0,52,6.9,10.4,3.5,0.667,2.8,4.8,0.571,4.2,5.5,0.75,0,0,0,,2.1,9,11.1,2.8,0.7,0,1.4,3.5,16.6,89.42307692,79.80769231,19.17808219,9.589041096,1.406779661,0.305769231
395,Dwight Powell,C,31,DAL,76,64,1458,4.9,6.6,1.7,0.732,0,0.1,0,4.9,6.5,0.746,2.8,4.1,1.3,0.667,3.7,4.1,7.8,1.7,1.2,0.6,1.6,5.2,12.5,75,73.12079555,14.34901878,13.50495885,1.244400199,0.006310014
396,Norman Powell,SG,29,LAC,60,8,1567,7.8,16.3,8.5,0.479,2.6,6.6,0.397,5.2,9.7,0.534,5.2,6.4,1.2,0.812,0.6,3.5,4,2.5,1.1,0.4,2.3,2.9,23.4,68.09815951,60.49638056,10.35625518,9.527754764,1.089385475,0.00555201
397,Jason Preston,PG,23,LAC,14,0,124,5.2,11.9,6.7,0.439,1.5,5.2,0.278,3.8,6.7,0.565,0,0.6,0.6,0,0.6,5.8,6.4,7.8,0.6,0,2.9,2,11.9,65.54621849,48.83052934,34.08346078,12.67205593,0.789648308,0.075
398,Joshua Primo,SG,20,SAS,4,0,93,3.5,10.1,6.6,0.346,1.2,4.6,0.25,2.3,5.4,0.429,2.7,3.5,0.8,0.778,0.8,4.3,5,7,0.4,0.8,4.3,3.1,10.8,57.42574257,45.90860786,30.35230352,18.64498645,0.676056338,0.062365591
399,Taurean Prince,PF,28,MIN,54,4,1192,5.3,11.4,6.1,0.467,2.2,5.9,0.381,3.1,5.6,0.557,2,2.3,0.3,0.844,0.5,3.5,4,2.5,0.8,0.5,2.1,3.7,14.9,72.36842105,59.63578147,14.62629808,12.28609039,1.025111799,0.004278523
400,Payton Pritchard,PG,25,BOS,48,3,643,5.7,13.7,8,0.412,3.1,8.6,0.364,2.5,5.1,0.495,0.7,0.9,0.2,0.75,1.4,3.5,4.9,3.6,0.8,0.1,2.2,2.1,15.1,72.99270073,53.4418687,18.06548739,11.04002007,0.926096289,0.009953344
401,Trevelin Queen,SG,25,IND,7,0,70,3.6,14.9,11.3,0.241,1,7.7,0.133,2.6,7.2,0.357,2.6,2.6,0,1,4.1,4.6,8.7,3.1,1,2.6,3.6,2.1,10.8,50,33.46761698,13.57565141,15.76527261,0.549059481,0.08
402,Neemias Queta,C,23,SAC,5,0,29,7.4,11.2,3.8,0.667,0,0,,7.4,11.2,0.667,0,2.5,2.5,0,6.2,7.4,13.7,1.2,0,2.5,1.2,8.7,14.9,66.07142857,60.14127144,8.114961961,8.114961961,1.101663586,0.296551724
403,Immanuel Quickley,SG,23,NYK,81,21,2344,6.4,14.4,8,0.448,2.6,7,0.37,3.9,7.4,0.521,3.1,3.8,0.7,0.819,0.9,4.3,5.2,4.3,1.2,0.2,1.5,2.5,18.6,68.75,57.38969454,19.54101341,6.816632584,1.056218058,0.004394198
404,Lester Quinones,SG,22,GSW,4,0,18,4,10,6,0.4,4,8,0.5,0,2,0,8,12,4,0.667,2,4,6,4,2,0,10,0,20,80,63.69426752,13.46801347,33.67003367,0.787401575,0.444444444
405,Julius Randle,PF,28,NYK,77,77,2737,8.7,18.8,10.1,0.459,2.9,8.4,0.343,5.8,10.5,0.553,5.3,7,1.7,0.757,1.9,8.2,10.1,4.2,0.6,0.3,2.8,3.1,25.5,68.61702128,57.62711864,14.42060086,9.613733906,1.03030303,0.005261235
406,Austin Reaves,SG,24,LAL,64,22,1843,5.1,9.6,4.5,0.529,1.7,4.2,0.398,3.4,5.4,0.631,4.5,5.2,0.7,0.864,0.6,3.1,3.8,4.2,0.6,0.4,1.9,2.1,16.3,75,67.52278376,23.11502477,10.45679692,1.177745665,0.006022789
407,Cam Reddish,SF,23,TOT,40,20,990,5.1,11.3,6.2,0.446,1.6,5.2,0.313,3.4,6.1,0.56,2.3,2.7,0.4,0.853,0.7,2.5,3.2,2.1,1.4,0.5,1.7,2.6,14.1,68.14159292,56.03020068,12.81855639,10.3769266,0.991909954,0.005353535
407,Cam Reddish,SF,23,NYK,20,8,438,5,11.2,6.2,0.449,1.4,4.6,0.304,3.6,6.6,0.55,2.4,2.7,0.3,0.879,0.6,2,2.5,1.6,1.2,0.7,1.2,2.6,13.8,65.17857143,55.27738834,10.46949125,7.852118436,1.013587954,0.010273973
407,Cam Reddish,SF,23,POR,20,12,552,5.1,11.5,6.4,0.443,1.8,5.7,0.318,3.3,5.7,0.568,2.3,2.7,0.4,0.833,0.7,3,3.7,2.4,1.6,0.4,2.1,2.6,14.3,69.13043478,55.93584979,13.88687979,12.15101982,0.965237935,0.010507246
408,Davon Reed,SG,27,TOT,43,1,342,2.9,8.8,5.9,0.333,1.8,4.8,0.37,1.2,4,0.289,1.7,2.5,0.8,0.667,1.1,5.2,6.2,2.4,1.6,0.4,2.1,4.1,9.4,60.22727273,47.05882353,16.56600518,14.49525453,0.781704782,0.011988304
408,Davon Reed,SG,27,DEN,35,1,315,2.9,9.1,6.2,0.313,1.8,5,0.364,1,4.1,0.25,1.7,2.3,0.6,0.75,1,5.3,6.3,2.2,1.5,0.5,2.3,4.1,9.3,59.34065934,45.62178072,14.973626,15.65424536,0.747889023,0.011746032
408,Davon Reed,SG,27,LAL,8,0,27,4,5.3,1.3,0.75,1.3,2.7,0.5,2.7,2.7,1,1.3,5.3,4,0.25,1.3,4,5.3,5.3,2.7,0,0,4,10.7,100.9433962,68.43620083,40.4040404,0,1.392322707,0.392592593
409,Paul Reed,C,23,PHI,69,2,755,5.9,10,4.1,0.593,0,0.3,0.167,5.9,9.7,0.606,1.8,2.4,0.6,0.745,5.3,7.2,12.5,1.3,2.2,2.4,2.1,5.9,13.7,60.5,61.49012567,8.94085282,14.44291609,1.039453718,0.017748344
410,Naz Reid,C,23,MIN,68,11,1251,8.9,16.6,7.7,0.537,2.2,6.2,0.346,6.8,10.4,0.653,2.5,3.7,1.2,0.677,2.1,7.5,9.6,2.2,1.2,1.5,2.6,5.1,22.5,72.28915663,61.28285442,9.500161935,11.2274641,1.078360891,0.009192646
411,Jared Rhoden,SG,23,DET,14,0,198,3.1,8,4.9,0.386,0.9,3.6,0.25,2.2,4.4,0.5,1.1,1.1,0,1,2,4.7,6.7,0.7,0.7,0.2,0.5,4.2,8.2,61.25,48.10794955,7.199794292,5.142710208,0.911617565,0.019191919
412,Nick Richards,C,25,CHO,65,9,1217,5.8,9.3,3.5,0.629,0,0,1,5.8,9.2,0.628,4.1,5.4,1.3,0.749,4.3,8,12.3,1.1,0.3,2.1,1.7,4.6,15.7,62.3655914,66.16097767,7.50085237,11.59222639,1.169024572,0.011996713
413,Josh Richardson,SG,29,TOT,65,10,1530,5.6,13,7.4,0.431,2.5,6.9,0.365,3.1,6.1,0.506,1.6,1.9,0.3,0.852,1,3.2,4.1,4.1,1.6,0.5,2,2.8,15.4,69.61538462,55.38572199,20.49743782,9.998750156,0.971302428,0.004901961
413,Josh Richardson,SG,29,SAS,42,6,997,6.4,14.7,8.3,0.436,2.7,7.5,0.357,3.7,7.2,0.518,1.9,2.2,0.3,0.883,1.1,3.2,4.3,4.9,1.4,0.4,2.3,2.5,17.4,69.04761905,55.25563671,21.35541512,10.02397036,0.967204002,0.008625878
413,Josh Richardson,SG,29,NOP,23,4,533,4.2,10,5.8,0.419,2.2,5.8,0.384,2,4.2,0.468,1.1,1.4,0.3,0.762,0.7,3,3.8,2.5,2,0.6,1.6,3.2,11.7,71,54.85232068,16.93193363,10.83643752,0.956663941,0.010318949
414,Austin Rivers,SG,30,MIN,52,10,1016,3.2,7.4,4.2,0.435,1.5,4.4,0.35,1.7,3,0.558,1.1,1.4,0.3,0.769,0.2,2.8,2.9,2.7,1,0.1,0.8,2.8,9,72.97297297,55.7966522,23.3463035,6.91742326,1.019252548,0.004330709
415,Duncan Robinson,SF,28,MIA,42,1,691,4.6,12.3,7.7,0.371,3.3,10,0.328,1.3,2.3,0.556,1.5,1.7,0.2,0.906,0.4,3.2,3.6,2.4,0.7,0,1.5,4,14,78.04878049,53.40453939,14.11142143,8.819638395,0.961208376,0.003907381
416,Mitchell Robinson,C,24,NYK,59,58,1591,4.3,6.3,2,0.671,0,0,,4.3,6.3,0.671,1.3,2.8,1.5,0.484,6,6.5,12.6,1.2,1.3,2.5,0.9,3.6,9.8,68.25396825,64.22018349,12.33299075,9.249743063,1.158392435,0.00955374
417,Orlando Robinson,C,22,MIA,31,1,425,4,7.5,3.5,0.528,0,0.5,0,4,7,0.566,1.9,2.6,0.7,0.71,4.1,6.6,10.7,2.1,1,1,1.4,4.5,9.8,56.66666667,56.09616485,17.16387413,11.44258275,0.973187686,0.024941176
418,Jeremiah Robinson-Earl,PF,22,OKC,43,20,814,4.9,11,6.1,0.444,1.6,4.9,0.333,3.2,6.1,0.533,1.5,1.9,0.4,0.833,3.1,4.8,8,1.9,1.1,0.5,0.8,3.1,12.9,66.81818182,54.19029616,13.01147064,5.478513953,1.019359937,0.011179361
419,Isaiah Roby,PF,24,SAS,42,2,474,5.1,11.8,6.7,0.432,1.4,4.6,0.3,3.7,7.2,0.516,1.5,3.1,1.6,0.488,1.6,6.5,8.1,2.9,1.4,0.5,2.4,4,13.1,62.71186441,49.35016011,15.61448378,12.9223314,0.840012825,0.013080169
420,David Roddy,PF,21,MEM,70,4,1258,5.2,12,6.8,0.429,1.9,6.1,0.307,3.3,6,0.553,1.2,1.9,0.7,0.631,1.4,4.1,5.5,1.7,0.8,0.5,1.6,3.1,13.3,68.75,51.54039915,10.49220799,9.875019287,0.920096852,0.003656598
421,Ryan Rollins,PG,20,GSW,12,0,62,4.1,11.6,7.5,0.35,1.7,5.2,0.333,2.3,6.4,0.364,3.5,3.5,0,1,1.7,5.2,7,3.5,0.6,0.6,9.3,5.8,13.4,57.75862069,50.51837889,13.42925659,35.68345324,0.59621802,-0.025806452
422,Derrick Rose,PG,34,NYK,27,0,338,6.5,16.9,10.4,0.384,2,6.7,0.302,4.5,10.2,0.438,1.2,1.3,0.1,0.917,0.9,3.4,4.3,4.9,0.7,0.5,2.3,1.9,16.2,58.28402367,46.23947481,19.82401133,9.305148174,0.818802123,0.015976331
423,Terrence Ross,SG,31,TOT,63,9,1330,5.4,12.6,7.2,0.43,2.6,7,0.368,2.8,5.6,0.507,0.7,0.9,0.2,0.794,0.6,3.6,4.2,2.6,0.9,0.3,1.2,2.6,14.1,70.63492063,54.11629246,15.45089883,7.131184074,0.992608237,0.004135338
423,Terrence Ross,SG,31,ORL,42,9,944,4.9,11.4,6.5,0.431,2.3,6.1,0.381,2.6,5.3,0.489,0.6,0.8,0.2,0.75,0.4,2.9,3.2,2.1,1,0.3,1.4,2,12.7,69.73684211,53.9049236,13.7434555,9.162303665,0.965045593,0.004555085
423,Terrence Ross,SG,31,PHO,21,0,386,6.6,15.5,8.9,0.428,3.2,9.1,0.347,3.5,6.3,0.544,1.1,1.3,0.2,0.857,1.1,5.3,6.4,3.8,0.9,0.2,0.6,4.1,17.5,71.93548387,54.2888165,18.52077495,2.924332887,1.048846269,0.021761658
424,Terry Rozier,SG,28,CHO,63,63,2221,8,19.3,11.3,0.415,2.7,8.2,0.327,5.3,11.1,0.48,2.9,3.6,0.7,0.809,0.8,3.4,4.2,5.2,1.2,0.3,2.2,1.9,21.5,62.69430052,51.16611138,18.30341429,7.7437522,0.929930796,0.00378208
425,Ricky Rubio,PG,32,CLE,33,2,566,3.9,11.3,7.4,0.343,1.3,5.2,0.256,2.5,6.1,0.417,1.8,2.2,0.4,0.8,0.6,3.9,4.5,7.3,1.7,0.4,2,3.2,10.9,57.52212389,44.14742811,33.72603373,9.24000924,0.762771169,0.013957597
426,D'Angelo Russell,PG,26,TOT,71,71,2304,7,14.8,7.8,0.469,3,7.7,0.396,3.9,7.2,0.548,2.8,3.4,0.6,0.829,0.5,2.8,3.4,6.8,1.1,0.5,2.9,2.2,19.7,73.31081081,60.00609199,26.03867509,11.10472908,1.024440978,0.004817708
426,D'Angelo Russell,PG,26,MIN,54,54,1778,6.8,14.7,7.9,0.465,3,7.7,0.391,3.8,7,0.546,2.9,3.4,0.5,0.856,0.6,2.8,3.3,6.8,1.2,0.4,3,2.4,19.6,72.44897959,60.06742262,26.03867509,11.48765078,1.01924077,0.005961755
426,D'Angelo Russell,PG,26,LAL,17,17,526,7.3,15.1,7.8,0.484,3.1,7.6,0.414,4.2,7.5,0.555,2.5,3.4,0.9,0.735,0.5,2.9,3.4,7,0.7,0.5,2.7,1.6,20.3,73.50993377,60.72390069,26.50009464,10.22146508,1.050181066,0.021863118
427,Matt Ryan,SF,25,TOT,34,0,310,4.6,12.5,7.9,0.37,3.7,9.8,0.381,0.9,2.8,0.333,1.2,1.4,0.2,0.833,0.5,2.6,3,1.9,0.6,0.1,0.8,3.1,14.2,76,53.93087733,11.9760479,5.042546486,1.019382627,0.01
427,Matt Ryan,SF,25,LAL,12,0,129,4.2,13.7,9.5,0.306,3.6,9.8,0.371,0.6,3.9,0.143,1.1,1.4,0.3,0.8,0.6,3.3,3.9,1.1,0.6,0,0.8,3.9,13.1,66.42335766,45.596937,6.762988011,4.918536735,0.865829478,3.44E-18
427,Matt Ryan,SF,25,MIN,22,0,181,5,11.7,6.7,0.424,3.8,9.7,0.388,1.2,2,0.6,1.2,1.4,0.2,0.857,0.4,2,2.4,2.4,0.6,0.2,0.8,2.6,14.9,84.18803419,60.25070764,15.41920977,5.139736588,1.134805788,0.029281768
428,Domantas Sabonis,C,26,SAC,79,79,2736,7.6,12.3,4.7,0.615,0.4,1.1,0.373,7.2,11.3,0.639,4.3,5.8,1.5,0.742,3.3,9.5,12.8,7.5,0.9,0.5,3,3.7,19.9,66.2601626,66.09099967,29.3484641,11.73938564,1.111111111,0.007711988
429,Luka Šamanic,PF,23,UTA,7,4,161,5.8,12.7,6.9,0.456,1.8,6.9,0.258,4,5.8,0.692,2,2.9,0.9,0.692,0,6.7,6.7,3.4,1.3,0.4,2.2,3.8,15.4,72.83464567,54.69721186,17.27861771,11.18028205,0.950323974,0.047204969
430,Dario Šaric,PF-C,28,TOT,57,12,806,5.7,12.4,6.7,0.458,2,5.1,0.391,3.7,7.2,0.506,2.8,3.4,0.6,0.829,2.4,6.9,9.2,3.3,0.9,0.3,2.5,4.4,16.2,66.53225806,57.79521941,16.65404996,12.61670452,0.986001217,0.012406948
430,Dario Šaric,PF,28,PHO,37,12,533,5.1,12,6.9,0.427,1.8,4.7,0.391,3.3,7.4,0.45,2.4,3,0.6,0.818,2.6,7,9.6,3.8,0.9,0.3,2.4,4.7,14.5,62.08333333,54.00372439,19.36305732,12.22929936,0.920634921,0.017448405
430,Dario Šaric,C,28,OKC,20,0,273,6.7,13.1,6.4,0.515,2.4,6.1,0.391,4.4,7,0.623,3.6,4.2,0.6,0.844,1.8,6.7,8.6,2.2,0.9,0.3,2.5,4,19.4,74.42748092,64.25968864,11.11391766,12.62945188,1.10920526,0.041025641
431,Olivier Sarr,C,23,OKC,9,1,114,4.7,9.5,4.8,0.5,0.3,2.5,0.125,4.4,6.9,0.636,1.6,2.2,0.6,0.714,3.8,6,9.8,1.3,0.3,1.6,1.3,5.4,11.4,62.63157895,54.05405405,9.889691898,9.889691898,0.96692112,0.065789474
432,Jordan Schakel,SF,24,WAS,2,0,6,6,12,6,0.5,6,6,1,0,6,0,0,0,0,,0,0,0,6,6,0,0,6,18,75,75,33.33333333,0,1.5,2
433,Admiral Schofield,PF,25,ORL,37,0,451,4.4,9.7,5.3,0.451,1.9,5.9,0.324,2.5,3.8,0.646,1.7,1.8,0.1,0.913,1.8,3.1,4.9,2.5,0.6,0.4,1.3,4.9,12.4,75.77319588,58.73993368,17.41553466,9.056078022,1.049957663,0.010643016
434,Dennis Schröder,PG,29,LAL,66,50,1986,4.9,11.8,6.9,0.415,1.3,4.1,0.329,3.6,7.7,0.461,3.9,4.6,0.7,0.857,0.4,2.6,3,5.4,0.9,0.2,2,2.6,15,58.89830508,53.62888809,25.2513444,9.352349778,0.945179584,0.003726083
435,Jay Scrubb,SG,22,ORL,2,0,30,6,8.4,2.4,0.714,2.4,2.4,1,3.6,6,0.6,1.2,2.4,1.2,0.5,0,7.2,7.2,1.2,2.4,0,3.6,2.4,15.6,85.71428571,81.76100629,8.368200837,25.10460251,1.19266055,0.36
436,Dereon Seabron,SG,22,NOP,5,0,12,6,15,9,0.4,0,0,,6,15,0.4,0,0,0,,3,0,3,0,0,0,0,3,12,40,40,0,0,0.8,-0.25
437,Alperen Sengün,C,20,HOU,75,72,2171,7.3,13.2,5.9,0.553,0.3,0.9,0.333,7,12.3,0.57,3.4,4.8,1.4,0.715,4,7.2,11.2,4.8,1.2,1.2,3.2,4.3,18.4,58.71212121,59.43152455,20.44293015,13.6286201,0.99137931,0.006725012
438,Collin Sexton,PG,24,UTA,48,15,1145,7.5,14.7,7.2,0.506,1.5,3.8,0.393,5.9,10.9,0.546,5.1,6.3,1.2,0.819,1.2,2.1,3.3,4.3,0.8,0.2,2.7,3.5,21.5,63.94557823,60.76020913,17.41419459,10.93449428,1.062515444,0.007074236
439,Landry Shamet,SG,25,PHO,40,9,807,5,13.4,8.4,0.377,3.3,8.9,0.377,1.7,4.5,0.376,2,2.3,0.3,0.882,0.5,2.5,3,4.1,1.2,0.2,1.6,2.7,15.4,70.52238806,53.13092979,20.30456853,7.92373406,0.960399127,0.007187113
440,Day'Ron Sharpe,C,21,BRK,48,3,552,6.1,11.2,5.1,0.544,0.4,0.7,0.545,5.7,10.4,0.544,2.3,3.6,1.3,0.636,6.5,6.6,13,2.4,1,2.1,2.7,5.8,14.8,57.58928571,57.31990705,13.32593004,14.99167129,0.953608247,0.022463768
441,Shaedon Sharpe,SG,19,POR,80,15,1779,6.2,13.1,6.9,0.472,2.1,5.7,0.36,4.1,7.4,0.559,1.5,2.1,0.6,0.714,1.3,3.5,4.8,1.9,0.8,0.5,1.7,2.8,16,69.08396947,56.74765029,10.73597966,9.605876536,1.016195618,0.003260259
442,Pascal Siakam,PF,28,TOR,71,71,2652,8.6,17.8,9.2,0.48,1.3,3.9,0.324,7.3,13.9,0.523,5,6.4,1.4,0.774,1.8,5.8,7.5,5.6,0.9,0.5,2.3,3.1,23.3,59.26966292,55.90211132,19.48503827,8.002783577,1.013925152,0.00505279
443,Chris Silva,PF,26,DAL,1,0,3,12,12,0,1,0,0,,12,12,1,0,0,0,,0,0,0,0,0,0,12,24,24,100,100,0,50,1,-8
444,Ben Simmons,PG,26,BRK,42,33,1105,4.3,7.7,3.4,0.566,0,0.1,0,4.3,7.6,0.571,0.8,1.9,1.1,0.439,1.3,7.3,8.6,8.3,1.8,0.8,3.2,4.5,9.5,56.49350649,55.21650683,41.28839697,15.91841811,0.808166738,0.011221719
445,Kobi Simmons,SG,25,CHO,5,0,28,1.3,7.7,6.4,0.167,1.3,6.4,0.2,0,1.3,0,2.6,2.6,0,1,1.3,3.9,5.1,6.4,0,2.6,1.3,0,6.4,58.44155844,35.81421377,38.47309889,7.814848212,0.629301868,0.414285714
446,Marko Simonovic,C,23,CHI,7,0,20,3.6,12.6,9,0.286,1.8,7.2,0.25,1.8,5.4,0.333,1.8,3.6,1.8,0.5,1.8,1.8,3.6,0,0,0,0,9,10.8,57.14285714,37.73584906,0,0,0.759493671,-0.45
447,Anfernee Simons,SG,23,POR,62,62,2171,7.7,17.3,9.6,0.447,3.5,9.3,0.377,4.2,8,0.528,2.7,3,0.3,0.894,0.3,2.4,2.7,4.2,0.7,0.2,2.1,2.4,21.7,71.38728324,57.94392523,16.78321678,8.391608392,1.045783133,0.003362506
448,Jericho Sims,C,24,NYK,52,16,812,3.7,4.7,1,0.776,0,0,0,3.7,4.7,0.783,0.5,0.7,0.2,0.75,4.4,6.3,10.7,1.1,0.7,1.2,1.2,4.3,7.9,78.72340426,78.48981619,15.00170474,16.36549608,1.271118262,0.013793103
449,Marcus Smart,PG,28,BOS,61,61,1957,4.6,11.1,6.5,0.415,2.1,6.3,0.336,2.5,4.8,0.519,1.6,2.2,0.6,0.746,0.8,2.7,3.5,7,1.7,0.4,2.6,3.2,12.9,69.81981982,53.10827501,32.19130835,11.95677167,0.8781484,0.00408789
